property_id,deal_type,exit_strategy_hint,property_type,address,city,state,zip,county,beds,baths,sqft,year_built,condition,occupancy,purchase_price,arv,est_repairs,entry_fee,interest_rate,term_months,estimated_monthly_payment,mao_70_rule,days_on_market,latitude,longitude,source
111,Wrap,N/A,Townhouse,5966 Atlanta Ln,Franklin,LA,56497,County,4,2.0,2177,1996,Medium Rehab,Owner-Occupied,213182.0,332505.0,64046.0,15859.0,8.07,300,1886.38,168707.0,4,31.245113,-81.834448,synthetic
112,Cash,LTR,Manufactured,9351 Sikes Dr,Four Oaks,NC,66163,Johnston,4,1.0,3085,1966,Light Rehab,Vacant,759429.0,1082502.0,174550.0,759429.0,0.0,0,0.0,583202.0,1,28.960501,-93.091219,synthetic
113,Cash,LTR,Single Family,3928 Maple Rd,Fairview,CO,92989,County,4,2.5,2218,1997,Medium Rehab,Owner-Occupied,401870.0,536443.0,124060.0,401870.0,0.0,0,0.0,251450.0,7,33.895312,-74.204639,synthetic
114,Rent To Own,STR,Single Family,3334 Union Blvd,Raleigh,NC,37333,Wake,5,3.0,2995,1981,Medium Rehab,Owner-Occupied,627320.0,1026187.0,187274.0,19876.0,8.16,300,5293.35,531057.0,33,41.395917,-91.029926,synthetic
115,Seller Finance,Wholesale,Single Family,7753 Pine Rd,Madison,CO,67486,County,4,1.5,1866,1991,Light Rehab,Owner-Occupied,517589.0,704017.0,136766.0,9878.0,6.45,360,3931.83,356045.0,0,27.986121,-111.965308,synthetic
116,Subto,Co-Living,Single Family,6244 Hill Ct,Loganville,GA,80718,Walton,4,3.0,2042,2006,Light Rehab,Vacant,151416.0,203358.0,22811.0,13454.0,5.88,360,982.48,119539.0,3,36.504021,-104.516204,synthetic
117,Cash,Fix & Flip,Condo,1640 Park Rd,Madison,OR,19882,County,3,2.0,2486,1953,Medium Rehab,Tenant-Occupied,371738.0,417588.0,66896.0,371738.0,0.0,0,0.0,225415.0,4,31.615084,-85.620621,synthetic
118,Cash,Co-Living,Single Family,9179 Cedar Ln,Memphis,TN,14442,Shelby,3,2.0,1927,1985,Light Rehab,Tenant-Occupied,230714.0,380418.0,40571.0,230714.0,0.0,0,0.0,225721.0,43,33.649044,-107.393648,synthetic
119,Lease Purchase,LTR,Single Family,3435 Union Ave,Nashville,TN,42974,Davidson,4,3.0,2751,1994,Medium Rehab,Vacant,251648.0,423287.0,97029.0,14342.0,6.63,300,1957.85,199272.0,10,43.16949,-94.202871,synthetic
120,Land Deal,LTR,Single Family,6629 Magnum Ave,Durham,NC,49219,Durham,2,4.0,1894,1985,Medium Rehab,Vacant,427440.0,580846.0,78333.0,11033.0,5.61,180,4068.49,328259.0,8,32.760233,-102.923091,synthetic
121,Rent To Own,STR,Townhouse,3582 Mason Rd,Mesa,AZ,72266,Maricopa,4,2.5,1584,1965,Medium Rehab,Owner-Occupied,218948.0,307869.0,63536.0,20848.0,5.81,180,1920.3,151972.0,29,42.095111,-88.690946,synthetic
122,Cash,Wholesale,Single Family,2373 Magnum Way,Riverton,OK,23285,County,4,3.0,2450,1957,Turnkey,Tenant-Occupied,194802.0,342066.0,57225.0,194802.0,0.0,0,0.0,182221.0,1,39.759558,-89.316649,synthetic
123,Hybrid,Wholesale,Single Family,2048 Hill Ct,Fairview,VA,34219,County,3,2.0,2873,1933,Turnkey,Owner-Occupied,314333.0,369600.0,32888.0,13672.0,2.5,180,2423.85,225832.0,30,41.020284,-77.681377,synthetic
124,Land Deal,MTR,Manufactured,3578 Pine St,Memphis,TN,99124,Shelby,3,2.5,3003,1992,Light Rehab,Vacant,291707.0,395252.0,75071.0,17360.0,6.86,360,2303.22,201605.0,9,25.215166,-82.547421,synthetic
125,Subto,Fix & Flip,Multi-Family,7486 Maple St,Memphis,TN,99621,Shelby,4,4.0,2794,1956,Light Rehab,Vacant,222741.0,330290.0,60782.0,10756.0,6.39,240,1815.24,170421.0,13,48.462519,-109.260532,synthetic
126,Wrap,MTR,Condo,624 Garden St,Charleston,SC,28979,Charleston,4,1.0,2950,1973,Heavy Rehab,Vacant,465565.0,752898.0,169380.0,16116.0,7.38,180,4822.89,357649.0,87,30.393362,-67.704576,synthetic
127,Wrap,Fix & Flip,Single Family,5282 Sunset Rd,Peoria,AZ,99999,Maricopa,5,1.0,2313,1978,Heavy Rehab,Owner-Occupied,484734.0,829956.0,166788.0,22968.0,5.89,180,4390.61,414181.0,21,28.617208,-83.930398,synthetic
128,Cash,Wholesale,Manufactured,7518 Carr Cir,Memphis,TN,28993,Shelby,6,1.5,3418,1981,Light Rehab,Tenant-Occupied,1008101.0,1141515.0,171899.0,1008101.0,0.0,0,0.0,627162.0,6,47.928467,-70.508697,synthetic
129,Subto,STR,Multi-Family,9680 Hill Blvd,Atlanta,GA,91506,Fulton,6,3.0,2959,1973,Heavy Rehab,Tenant-Occupied,839752.0,1001777.0,44047.0,13497.0,4.77,300,5866.82,657197.0,1,25.170472,-106.549475,synthetic
130,Subto,Fix & Flip,Multi-Family,4828 Pine Dr,Charleston,SC,59309,Charleston,4,3.5,1694,2023,Light Rehab,Vacant,306244.0,526814.0,60486.0,8100.0,7.05,180,3185.21,308284.0,2,41.21914,-118.90456,synthetic
131,Seller Finance,MTR,Single Family,5171 Mason Ct,Augusta,GA,99736,Richmond,4,2.0,2094,2025,Light Rehab,Tenant-Occupied,275037.0,440133.0,117748.0,9176.0,4.94,240,2135.39,190345.0,13,40.983868,-68.395157,synthetic
132,Hybrid,STR,Single Family,9597 Park Ln,Memphis,TN,43388,Shelby,4,1.0,1694,2025,Light Rehab,Vacant,292913.0,394974.0,40943.0,26982.0,4.22,360,1694.43,235538.0,5,40.827067,-73.478788,synthetic
133,Cash,Fix & Flip,Single Family,9348 Sunset Ct,Greenville,IN,52073,County,3,2.5,2448,1998,Medium Rehab,Vacant,205465.0,365748.0,59521.0,205465.0,0.0,0,0.0,196503.0,2,27.404231,-67.122665,synthetic
134,Cash,STR,Single Family,9885 Garden Cir,Riverton,PA,42283,County,2,4.0,1353,1972,Medium Rehab,Vacant,245662.0,309358.0,39355.0,245662.0,0.0,0,0.0,177196.0,11,28.152825,-94.654271,synthetic
135,Hybrid,STR,Multi-Family,7079 Oak Rd,Augusta,GA,12696,Richmond,2,2.0,2034,1979,Light Rehab,Tenant-Occupied,378753.0,670747.0,64773.0,22650.0,6.31,300,2908.53,404750.0,32,37.391355,-105.944407,synthetic
136,Cash,Fix & Flip,Single Family,7609 Union Ave,Greenville,PA,27157,County,3,1.0,2153,1969,Turnkey,Owner-Occupied,360500.0,495766.0,92784.0,360500.0,0.0,0,0.0,254252.0,1,44.222306,-84.178369,synthetic
137,Subto,LTR,Single Family,3093 Lake Dr,Madison,IL,62087,County,5,3.0,2460,1955,Turnkey,Tenant-Occupied,397018.0,452147.0,42510.0,17127.0,6.19,360,2946.8,273994.0,33,33.034637,-76.862223,synthetic
138,Cash,STR,Manufactured,4326 Park Rd,Greenville,SC,39061,Greenville,3,3.5,2634,1986,Turnkey,Tenant-Occupied,284359.0,374007.0,101072.0,284359.0,0.0,0,0.0,160733.0,17,41.453308,-120.219425,synthetic
139,Subto,STR,Condo,6190 Carr Ct,Mesa,AZ,51639,Maricopa,4,3.5,2563,1950,Medium Rehab,Vacant,574343.0,909670.0,103898.0,16090.0,5.46,300,4102.44,532871.0,8,25.43001,-84.409694,synthetic
140,Wrap,Fix & Flip,Single Family,2672 Atlanta Ave,San Antonio,TX,59760,Bexar,3,2.0,1963,1940,Medium Rehab,Vacant,635485.0,715452.0,79187.0,11912.0,3.72,180,5416.62,421630.0,9,46.398349,-107.560916,synthetic
141,Seller Finance,Fix & Flip,Manufactured,3932 Union Ave,Fairview,MO,28318,County,4,4.0,2509,1998,Turnkey,Tenant-Occupied,521215.0,591844.0,116940.0,24932.0,7.03,300,4016.57,297351.0,32,31.770653,-98.140495,synthetic
142,Hybrid,Fix & Flip,Townhouse,4143 Pine St,Riverton,OK,53513,County,3,1.0,1510,1963,Heavy Rehab,Vacant,325797.0,373767.0,62622.0,10342.0,6.07,360,2173.07,199015.0,5,40.737047,-71.285853,synthetic
143,Seller Finance,MTR,Single Family,9275 Union Ln,Jonesboro,GA,53844,Clayton,5,2.0,2714,1978,Turnkey,Owner-Occupied,498366.0,857145.0,191811.0,15818.0,7.0,240,4562.31,408190.0,37,43.31124,-100.699868,synthetic
144,Subto,LTR,Single Family,2466 Garden Rd,San Diego,CA,57746,San Diego,3,2.0,2703,1992,Light Rehab,Vacant,375251.0,550334.0,42179.0,14307.0,5.51,300,2737.91,343055.0,3,35.220604,-89.302985,synthetic
145,Seller Finance,Fix & Flip,Multi-Family,4636 Maple Dr,Fairview,OH,76949,County,2,1.0,2595,1971,Light Rehab,Tenant-Occupied,396086.0,596710.0,66622.0,17044.0,8.05,240,3677.94,351075.0,15,47.398806,-106.818322,synthetic
146,Cash,STR,Single Family,3476 Pine Blvd,Greenville,MI,40201,County,4,1.5,1874,1992,Light Rehab,Vacant,432592.0,610845.0,57942.0,432592.0,0.0,0,0.0,369649.0,111,32.726661,-73.806706,synthetic
147,Wrap,Fix & Flip,Single Family,1580 Garden Ct,Riverton,UT,11315,County,2,3.0,1815,1998,Heavy Rehab,Vacant,411786.0,541960.0,104836.0,13528.0,5.88,360,2959.5,274536.0,3,25.464463,-118.479121,synthetic
148,Lease Purchase,LTR,Single Family,5936 Park Rd,Franklin,MO,27469,County,5,2.0,1620,1965,Turnkey,Vacant,218513.0,288589.0,4915.0,16615.0,5.75,180,1941.18,197098.0,27,34.681788,-107.865857,synthetic
149,Rent To Own,Wholesale,Multi-Family,4877 Oak Rd,Springfield,WA,25829,County,3,2.0,2770,2017,Heavy Rehab,Owner-Occupied,493709.0,609307.0,132425.0,13998.0,7.96,180,5128.23,294089.0,27,45.288251,-80.231079,synthetic
150,Cash,STR,Single Family,9200 Garden St,Memphis,TN,79535,Shelby,5,1.5,1986,2007,Turnkey,Vacant,144982.0,200970.0,49384.0,144982.0,0.0,0,0.0,91296.0,22,32.265453,-109.926372,synthetic
151,Seller Finance,Wholesale,Single Family,841 Carr Ave,San Diego,CA,44264,San Diego,1,2.5,2280,1934,Turnkey,Tenant-Occupied,260139.0,319955.0,37445.0,10516.0,6.88,240,2190.46,186524.0,57,34.375022,-71.219634,synthetic
152,Rent To Own,STR,Single Family,6599 Maple St,Knoxville,TN,75635,Knox,4,1.0,1844,1972,Light Rehab,Vacant,252943.0,419560.0,36657.0,11628.0,6.4,360,1797.87,257035.0,21,30.453924,-106.910819,synthetic
153,Land Deal,Fix & Flip,Single Family,7237 Sikes Ct,Franklin,MO,65113,County,4,2.5,2474,2005,Light Rehab,Vacant,218508.0,313394.0,16771.0,10531.0,6.19,300,1586.1,202604.0,6,35.443904,-112.93547,synthetic
154,Subto,MTR,Manufactured,1235 Sikes Ct,Springfield,MI,52582,County,4,4.0,2304,1981,Medium Rehab,Vacant,397361.0,488441.0,102462.0,17578.0,6.82,240,3574.79,239447.0,13,28.983873,-89.103199,synthetic
155,Rent To Own,STR,Townhouse,664 Carr Ln,Tampa,FL,39553,Hillsborough,2,4.0,2537,1980,Heavy Rehab,Tenant-Occupied,353357.0,448999.0,45998.0,11539.0,5.68,180,3398.32,268301.0,22,46.65006,-90.935114,synthetic
156,Subto,Fix & Flip,Single Family,2073 Mason Way,Springfield,OK,91429,County,2,1.5,2286,2016,Turnkey,Vacant,320173.0,426893.0,89247.0,10241.0,4.48,240,2425.74,209578.0,12,39.234619,-107.526919,synthetic
157,Seller Finance,Wholesale,Single Family,4088 Magnolia Way,Springfield,IN,71134,County,4,3.5,2099,1994,Heavy Rehab,Owner-Occupied,330146.0,448506.0,77887.0,11152.0,6.12,300,2623.99,236067.0,20,37.083709,-78.947004,synthetic
158,Hybrid,LTR,Single Family,7784 Magnum St,Savannah,GA,89947,Chatham,4,2.0,2499,1965,Heavy Rehab,Vacant,319708.0,481401.0,90749.0,7416.0,6.01,360,2292.79,246232.0,8,32.864511,-110.836343,synthetic
159,Cash,LTR,Single Family,9221 Sikes Rd,Orlando,FL,34746,Orange,4,2.0,3512,1974,Heavy Rehab,Vacant,807983.0,1189116.0,150765.0,807983.0,0.0,0,0.0,681616.0,11,44.941368,-73.01485,synthetic
160,Hybrid,LTR,Single Family,5902 Oak Way,Loganville,GA,48732,Walton,2,1.0,1156,1994,Medium Rehab,Owner-Occupied,158834.0,259901.0,39433.0,19482.0,7.96,360,1288.14,142497.0,6,38.770733,-69.334316,synthetic
161,Hybrid,Wholesale,Condo,4503 Pine Ct,Orlando,FL,64624,Orange,3,2.0,1941,1975,Heavy Rehab,Owner-Occupied,611387.0,713763.0,139684.0,15266.0,5.35,360,4211.5,359950.0,14,39.580054,-88.679322,synthetic
162,Land Deal,STR,Single Family,6319 Lake Rd,Springfield,IL,63794,County,4,2.5,3057,1993,Light Rehab,Tenant-Occupied,492719.0,644262.0,51188.0,13825.0,5.26,180,4699.79,399796.0,22,28.133295,-119.955043,synthetic
163,Hybrid,Fix & Flip,Single Family,7376 Magnum Dr,Jonesboro,GA,48393,Clayton,3,2.5,2645,1980,Medium Rehab,Tenant-Occupied,721050.0,811752.0,95821.0,8059.0,6.39,360,5401.58,472406.0,28,34.52729,-110.338784,synthetic
164,Rent To Own,LTR,Single Family,3448 Hill St,Riverton,CO,67100,County,4,2.5,1267,1981,Heavy Rehab,Tenant-Occupied,206576.0,252656.0,38865.0,7871.0,6.61,300,1675.3,137994.0,10,29.383476,-110.587512,synthetic
165,Subto,STR,Single Family,6482 Lake Cir,Tempe,AZ,84047,Maricopa,5,2.0,2732,2003,Light Rehab,Tenant-Occupied,268869.0,370883.0,50938.0,18816.0,6.73,360,2058.65,208681.0,19,26.760361,-86.289069,synthetic
166,Subto,LTR,Single Family,3184 Hill Rd,Peoria,AZ,56020,Maricopa,3,1.0,2577,1952,Medium Rehab,Owner-Occupied,385284.0,482988.0,27897.0,15162.0,5.19,240,2935.3,310195.0,25,29.623606,-119.484822,synthetic
167,Cash,LTR,Multi-Family,8499 Maple Ave,Charleston,SC,86992,Charleston,3,2.5,2441,1965,Heavy Rehab,Tenant-Occupied,212476.0,285579.0,0.0,212476.0,0.0,0,0.0,199905.0,7,37.92811,-120.532166,synthetic
168,Seller Finance,Fix & Flip,Manufactured,6855 Maple St,Fairview,LA,55004,County,5,4.0,2635,1966,Light Rehab,Owner-Occupied,269332.0,367129.0,46661.0,7999.0,5.5,240,2047.03,210329.0,7,40.88393,-78.386154,synthetic
169,Cash,LTR,Condo,9160 Garden Ln,Greenville,OK,23974,County,3,4.0,1898,1984,Medium Rehab,Vacant,407042.0,469558.0,60817.0,407042.0,0.0,0,0.0,267873.0,0,38.855124,-118.055657,synthetic
170,DSCR Carryback,STR,Single Family,9513 Cedar Ct,Greenville,SC,86834,Greenville,1,1.0,1561,1982,Heavy Rehab,Tenant-Occupied,261229.0,392799.0,72661.0,18417.0,5.52,240,1946.29,202299.0,8,29.418837,-106.197419,synthetic
171,Cash,Wholesale,Single Family,7156 Mason St,Riverton,UT,30548,County,4,2.5,2221,1999,Light Rehab,Owner-Occupied,370497.0,657673.0,141738.0,370497.0,0.0,0,0.0,318633.0,4,28.862755,-78.735064,synthetic
172,Cash,STR,Single Family,1133 Sunset Blvd,Greenville,MS,52312,County,2,2.0,2061,1987,Heavy Rehab,Tenant-Occupied,172454.0,286491.0,40826.0,172454.0,0.0,0,0.0,159718.0,1,32.782875,-121.279545,synthetic
173,Land Deal,MTR,Single Family,2712 Maple Cir,Nashville,TN,12562,Davidson,2,3.5,1631,1989,Medium Rehab,Vacant,248978.0,340938.0,56494.0,16146.0,5.34,180,2328.43,182162.0,8,48.5152,-75.522278,synthetic
174,Land Deal,Fix & Flip,Manufactured,6875 Magnum Ct,Chandler,AZ,49803,Maricopa,3,2.0,1091,1983,Medium Rehab,Owner-Occupied,118568.0,213386.0,61797.0,16802.0,4.36,240,749.76,87574.0,50,25.944483,-87.030843,synthetic
175,Subto,Fix & Flip,Single Family,1983 Sikes Way,Franklin,IL,12939,County,4,2.0,3075,1999,Heavy Rehab,Vacant,661588.0,841635.0,93939.0,7151.0,8.0,300,6112.21,495206.0,27,46.337935,-86.258048,synthetic
176,Rent To Own,STR,Single Family,3986 Hill St,Fairview,IL,62847,County,4,4.0,2081,1984,Light Rehab,Owner-Occupied,273682.0,406474.0,67465.0,17556.0,4.62,300,1696.89,217066.0,84,37.024891,-94.658133,synthetic
177,Cash,STR,Single Family,7753 Atlanta Dr,Atlanta,GA,54750,Fulton,5,2.0,2533,1983,Medium Rehab,Owner-Occupied,169379.0,296827.0,61986.0,169379.0,0.0,0,0.0,145793.0,54,48.535411,-115.382041,synthetic
178,Land Deal,MTR,Single Family,4373 Lake Cir,Greenville,SC,63104,Greenville,3,4.0,2501,1994,Light Rehab,Owner-Occupied,378744.0,538463.0,48574.0,13689.0,3.93,240,2714.47,328350.0,3,48.451928,-78.026255,synthetic
179,Wrap,Fix & Flip,Townhouse,571 Pine Ln,Franklin,CO,89718,County,4,1.5,2679,1991,Heavy Rehab,Tenant-Occupied,661634.0,924111.0,168974.0,14833.0,5.51,360,4561.36,477904.0,17,27.092073,-118.778114,synthetic
180,Cash,Wholesale,Single Family,8298 Magnum Blvd,Peoria,AZ,21277,Maricopa,4,3.0,2566,1970,Turnkey,Tenant-Occupied,216635.0,367165.0,47391.0,216635.0,0.0,0,0.0,209625.0,44,34.752801,-97.566859,synthetic
181,Subto,LTR,Townhouse,4631 Maple St,Riverside,CA,21526,Riverside,3,1.5,1927,2000,Heavy Rehab,Tenant-Occupied,405591.0,539068.0,62871.0,10483.0,5.74,240,3267.46,314476.0,9,29.568206,-67.149881,synthetic
182,Seller Finance,N/A,Townhouse,3077 Magnum Ave,Charleston,SC,56062,Charleston,5,1.0,2280,1994,Light Rehab,Tenant-Occupied,475217.0,730625.0,108275.0,15811.0,8.44,180,5299.73,403163.0,7,39.213819,-106.954621,synthetic
183,Cash,Fix & Flip,Single Family,743 Magnum Dr,Augusta,GA,38729,Richmond,4,1.0,2041,1967,Light Rehab,Vacant,430336.0,588946.0,51720.0,430336.0,0.0,0,0.0,360542.0,4,38.871375,-108.545176,synthetic
184,Wrap,STR,Manufactured,804 Mason Blvd,Riverton,NV,84732,County,3,2.5,2608,1970,Heavy Rehab,Vacant,366399.0,450290.0,36780.0,23943.0,6.72,300,2796.03,278423.0,1,40.06533,-89.273576,synthetic
185,Cash,Co-Living,Townhouse,3718 Carr Way,Springfield,MS,51753,County,3,3.5,2138,1964,Light Rehab,Tenant-Occupied,375463.0,469002.0,74453.0,375463.0,0.0,0,0.0,253848.0,87,25.37634,-83.152118,synthetic
186,Lease Purchase,STR,Townhouse,7119 Park Dr,Sacramento,CA,68006,Sacramento,5,3.0,1987,1980,Light Rehab,Vacant,300867.0,423142.0,58981.0,6890.0,7.0,240,2782.99,237219.0,47,48.227415,-101.508186,synthetic
187,Cash,Fix & Flip,Single Family,4365 Atlanta St,Riverton,AL,15726,County,5,3.0,2745,1990,Medium Rehab,Vacant,283451.0,352479.0,16397.0,283451.0,0.0,0,0.0,230338.0,17,41.513596,-86.737713,synthetic
188,Wrap,MTR,Single Family,8545 Lake Dr,Houston,TX,63954,Harris,2,2.5,2123,2009,Light Rehab,Tenant-Occupied,236592.0,310999.0,28890.0,12156.0,6.1,180,2249.0,188810.0,8,42.237431,-96.958282,synthetic
189,Subto,STR,Single Family,2637 Lake Ct,Fairview,MO,49239,County,2,3.0,1904,1976,Turnkey,Vacant,416322.0,625965.0,38743.0,17616.0,7.32,240,3794.03,399432.0,37,35.036737,-70.714506,synthetic
190,Rent To Own,LTR,Single Family,2744 Sikes Rd,Springfield,MI,47924,County,1,2.0,2022,1993,Turnkey,Vacant,177811.0,253628.0,80061.0,11736.0,9.1,180,1889.34,97478.0,38,35.859448,-113.999944,synthetic
191,Land Deal,Wholesale,Single Family,1883 Union Ct,Nashville,TN,47946,Davidson,3,1.0,1740,1988,Turnkey,Tenant-Occupied,277085.0,453737.0,27942.0,10315.0,5.18,300,1966.7,289674.0,10,39.686192,-109.067799,synthetic
192,Hybrid,Wholesale,Condo,1381 Pine St,Greenville,AL,52180,County,1,3.5,759,1959,Medium Rehab,Vacant,82616.0,107505.0,16522.0,10975.0,5.54,240,627.84,58732.0,33,36.502873,-67.739334,synthetic
193,Lease Purchase,Wholesale,Condo,5453 River Dr,Chandler,AZ,29023,Maricopa,3,1.5,3180,1941,Turnkey,Tenant-Occupied,570718.0,682264.0,89371.0,14905.0,9.44,300,5533.4,388214.0,18,26.751902,-111.623289,synthetic
194,Lease Purchase,LTR,Manufactured,929 Cedar Rd,Fairview,LA,51963,County,3,1.5,2214,1985,Turnkey,Vacant,453251.0,725715.0,50556.0,12309.0,6.08,360,3039.22,457445.0,7,35.687552,-119.581011,synthetic
195,Cash,LTR,Condo,6677 Magnolia St,Charleston,SC,30641,Charleston,6,2.5,2690,2004,Turnkey,Owner-Occupied,372705.0,632328.0,49980.0,372705.0,0.0,0,0.0,392649.0,3,28.258487,-102.021324,synthetic
196,Hybrid,Wholesale,Single Family,1007 Park Ct,Franklin,IL,35010,County,3,2.0,2147,1983,Medium Rehab,Vacant,314798.0,510401.0,82705.0,10893.0,7.56,180,3273.53,274575.0,0,26.798671,-121.378554,synthetic
197,Wrap,LTR,Single Family,9399 Cedar Rd,Springfield,IN,67500,County,1,3.5,1794,1961,Turnkey,Tenant-Occupied,419071.0,617119.0,33782.0,11609.0,7.04,300,3631.98,398202.0,3,27.741807,-119.358948,synthetic
198,Lease Purchase,N/A,Manufactured,5532 Magnum Ct,Riverside,CA,77735,Riverside,3,4.0,1969,1988,Heavy Rehab,Owner-Occupied,253943.0,333814.0,45204.0,16654.0,5.07,180,2338.75,188465.0,4,38.759701,-103.458066,synthetic
199,Rent To Own,Fix & Flip,Single Family,1497 Pine Cir,Franklin,WA,96048,County,4,2.0,2511,1984,Light Rehab,Owner-Occupied,567538.0,895974.0,29998.0,13192.0,8.22,360,4742.54,597184.0,30,32.066062,-118.38051,synthetic
200,Cash,Fix & Flip,Single Family,1940 Atlanta Ln,Franklin,NV,57186,County,4,2.5,2539,1980,Heavy Rehab,Owner-Occupied,592952.0,694290.0,106916.0,592952.0,0.0,0,0.0,379087.0,23,47.795114,-108.577221,synthetic
201,Seller Finance,STR,Single Family,6786 Magnolia Rd,Riverton,LA,79569,County,4,3.0,3043,1955,Medium Rehab,Tenant-Occupied,369683.0,412644.0,17238.0,23089.0,7.36,180,3697.91,271613.0,2,31.106651,-122.388738,synthetic
202,Hybrid,N/A,Manufactured,9018 Maple Blvd,Austin,TX,82163,Travis,4,3.0,2400,1959,Medium Rehab,Owner-Occupied,521062.0,885702.0,98012.0,17247.0,7.0,360,4093.89,521979.0,9,42.556468,-101.153626,synthetic
203,Cash,Fix & Flip,Single Family,7632 Magnum Ave,Springfield,NV,27930,County,3,2.5,2350,1998,Medium Rehab,Tenant-Occupied,282559.0,388414.0,51305.0,282559.0,0.0,0,0.0,220585.0,4,43.932559,-94.020246,synthetic
204,Rent To Own,Wholesale,Single Family,291 Carr Ave,Franklin,VA,21495,County,4,3.0,2666,1968,Turnkey,Tenant-Occupied,394922.0,569991.0,57483.0,16458.0,4.95,300,2862.46,341511.0,24,38.526869,-108.438669,synthetic
205,Hybrid,Fix & Flip,Single Family,660 Atlanta Ln,Miami,FL,78774,Miami-Dade,5,3.0,2070,2024,Medium Rehab,Tenant-Occupied,167192.0,217732.0,26942.0,16118.0,6.11,180,1555.53,125470.0,0,26.635313,-97.489371,synthetic
206,Cash,Fix & Flip,Single Family,9181 Magnum Ct,Four Oaks,NC,12789,Johnston,5,2.5,2359,2000,Heavy Rehab,Vacant,392266.0,689709.0,106509.0,392266.0,0.0,0,0.0,376287.0,6,25.907614,-100.027675,synthetic
207,Land Deal,Fix & Flip,Multi-Family,619 Mason Ave,Greenville,MI,42802,County,4,3.0,2375,2023,Light Rehab,Vacant,424992.0,504993.0,9659.0,10022.0,4.57,360,2772.41,343837.0,6,31.091662,-73.816666,synthetic
208,Seller Finance,LTR,Condo,5495 Park Blvd,Miami,FL,61454,Miami-Dade,5,4.0,1942,1948,Heavy Rehab,Owner-Occupied,554826.0,655761.0,44337.0,11186.0,5.83,300,4339.63,414696.0,65,29.754945,-81.608279,synthetic
209,Wrap,LTR,Multi-Family,199 Sikes Rd,Raleigh,NC,87230,Wake,4,2.0,2179,1955,Light Rehab,Tenant-Occupied,526437.0,642346.0,75118.0,15159.0,6.61,300,4212.7,374524.0,5,28.301092,-107.762966,synthetic
210,Cash,Co-Living,Single Family,8293 Carr Cir,Charlotte,NC,42602,Mecklenburg,3,4.0,1444,2009,Light Rehab,Vacant,211705.0,315790.0,103287.0,211705.0,0.0,0,0.0,117767.0,10,45.968988,-71.561173,synthetic
211,Hybrid,Wholesale,Single Family,6046 Magnum Blvd,Greenville,NV,86600,County,5,4.0,2493,1992,Heavy Rehab,Tenant-Occupied,512097.0,625492.0,133503.0,13430.0,3.56,180,4426.55,304341.0,1,26.26719,-84.701562,synthetic
212,Subto,Wholesale,Single Family,5580 Mason Cir,Riverton,IL,99303,County,2,4.0,2394,1958,Light Rehab,Tenant-Occupied,161546.0,255458.0,59553.0,16235.0,4.21,360,945.99,119268.0,2,40.563163,-117.633701,synthetic
213,Subto,Fix & Flip,Single Family,6736 Lake Ct,Franklin,MS,76025,County,3,2.0,2052,1995,Turnkey,Tenant-Occupied,171792.0,206893.0,22582.0,10913.0,3.96,360,926.21,122243.0,6,37.128872,-108.772621,synthetic
214,Subto,STR,Townhouse,3217 Magnolia Dr,Fairview,NV,32140,County,4,1.5,1807,1975,Medium Rehab,Tenant-Occupied,309965.0,407671.0,72843.0,14459.0,6.36,180,2823.67,212526.0,8,43.221681,-83.061916,synthetic
215,Lease Purchase,Fix & Flip,Single Family,4320 Garden Dr,Durham,NC,71324,Durham,3,3.0,833,1979,Light Rehab,Tenant-Occupied,72560.0,112900.0,19317.0,22206.0,5.27,300,379.12,59713.0,5,45.467378,-119.396763,synthetic
216,Hybrid,Wholesale,Single Family,2214 Mason Ave,Riverton,OK,12630,County,3,2.0,2359,1967,Medium Rehab,Vacant,281634.0,433880.0,76131.0,13579.0,6.77,180,2694.84,227585.0,7,48.152428,-114.742496,synthetic
217,Cash,LTR,Condo,544 Union Ct,Riverside,CA,27913,Riverside,1,2.0,2870,1969,Turnkey,Vacant,575496.0,953223.0,76407.0,575496.0,0.0,0,0.0,590849.0,25,42.461447,-77.155111,synthetic
218,Hybrid,LTR,Single Family,7692 Garden St,Fairview,OK,32872,County,2,2.0,1769,1977,Light Rehab,Owner-Occupied,333502.0,568195.0,45452.0,14516.0,7.91,300,3019.87,352284.0,14,27.096218,-73.602094,synthetic
219,Wrap,LTR,Condo,8776 Magnolia Cir,Greenville,MO,95733,County,6,1.0,2784,1983,Turnkey,Vacant,370306.0,430528.0,104929.0,21938.0,5.64,240,2926.97,196441.0,4,31.519076,-72.049276,synthetic
